Address	Symbol	Comment	Block	Network	Position	Access	Instruction
I 2.0	Mnp Prog_M	Manipulo Programa Manual (42)	OB 1	1	2	reading	A
I 2.0	Mnp Prog_M	Manipulo Programa Manual (42)	OB 1	1	17	reading	ON
I 2.0	Mnp Prog_M	Manipulo Programa Manual (42)	OB 1	6	0	reading	O
I 2.0	Mnp Prog_M	Manipulo Programa Manual (42)	OB 1	6	1	reading	ON
I 2.1	Mnp Prog_T	Manipulo Programa Translacao (43)	OB 1	1	21	reading	A
I 2.1	Mnp Prog_T	Manipulo Programa Translacao (43)	OB 1	1	26	reading	ON
I 2.2	Mnp Prog_CT	Manipulo Prog. Passagens Translacao (44)	OB 1	1	30	reading	A
I 2.2	Mnp Prog_CT	Manipulo Prog. Passagens Translacao (44)	OB 1	1	34	reading	ON
I 2.3	Mnp Prog_C	Manipulo Programa Passagens (45)	OB 1	1	38	reading	A
I 2.3	Mnp Prog_C	Manipulo Programa Passagens (45)	OB 1	1	42	reading	ON
I 2.4	Mnp Right	Manipulo Translacao Direita (46)	OB 1	1	4	reading	AN
I 2.4	Mnp Right	Manipulo Translacao Direita (46)	PB 11	1	32	reading	O
I 2.4	Mnp Right	Manipulo Translacao Direita (46)	PB 41	1	3	reading	A
I 2.4	Mnp Right	Manipulo Translacao Direita (46)	PB 41	1	16	reading	O
I 2.4	Mnp Right	Manipulo Translacao Direita (46)	FB 15	3	1	reading	O
I 2.5	Mnp Left	Manipulo Translacao Esquerda (47)	OB 1	1	5	reading	AN
I 2.5	Mnp Left	Manipulo Translacao Esquerda (47)	PB 11	1	33	reading	O
I 2.5	Mnp Left	Manipulo Translacao Esquerda (47)	PB 41	1	7	reading	A
I 2.5	Mnp Left	Manipulo Translacao Esquerda (47)	PB 41	1	17	reading	O
I 2.5	Mnp Left	Manipulo Translacao Esquerda (47)	FB 15	3	2	reading	O
I 2.6	Mnp Front	Manipulo Avanco (48)	OB 1	1	6	reading	AN
I 2.6	Mnp Front	Manipulo Avanco (48)	PB 11	1	3	reading	O
I 2.6	Mnp Front	Manipulo Avanco (48)	PB 21	1	16	reading	A
I 2.6	Mnp Front	Manipulo Avanco (48)	PB 21	1	23	reading	A
I 2.6	Mnp Front	Manipulo Avanco (48)	PB 21	1	41	reading	O
I 2.6	Mnp Front	Manipulo Avanco (48)	FB 15	2	1	reading	O
I 2.7	Mnp Back	Manipulo Recuo  (49)	OB 1	1	7	reading	AN
I 2.7	Mnp Back	Manipulo Recuo  (49)	OB 1	10	16	reading	A
I 2.7	Mnp Back	Manipulo Recuo  (49)	PB 11	1	4	reading	O
I 2.7	Mnp Back	Manipulo Recuo  (49)	PB 21	1	26	reading	A
I 2.7	Mnp Back	Manipulo Recuo  (49)	PB 21	1	34	reading	A
I 2.7	Mnp Back	Manipulo Recuo  (49)	PB 21	1	42	reading	O
I 2.7	Mnp Back	Manipulo Recuo  (49)	FB 15	2	2	reading	O
I 3.0	Mnp Down	Manipulo Baixar (51)	OB 1	1	8	reading	AN
I 3.0	Mnp Down	Manipulo Baixar (51)	PB 11	1	19	reading	O
I 3.0	Mnp Down	Manipulo Baixar (51)	PB 31	1	6	reading	A
I 3.0	Mnp Down	Manipulo Baixar (51)	PB 31	1	19	reading	O
I 3.0	Mnp Down	Manipulo Baixar (51)	PB 33	1	2	reading	A
I 3.0	Mnp Down	Manipulo Baixar (51)	PB 33	1	15	reading	O
I 3.0	Mnp Down	Manipulo Baixar (51)	FB 15	4	1	reading	O
I 3.1	Mnp Up	Manipulo Subir (52)	OB 1	1	9	reading	AN
I 3.1	Mnp Up	Manipulo Subir (52)	PB 11	1	20	reading	O
I 3.1	Mnp Up	Manipulo Subir (52)	PB 31	1	10	reading	A
I 3.1	Mnp Up	Manipulo Subir (52)	PB 31	1	20	reading	O
I 3.1	Mnp Up	Manipulo Subir (52)	PB 33	1	6	reading	A
I 3.1	Mnp Up	Manipulo Subir (52)	PB 33	1	16	reading	O
I 3.1	Mnp Up	Manipulo Subir (52)	FB 15	4	2	reading	O
I 3.2	Mnp RotMesHor	Manipulo Rotacao Mesa Horario (53)	OB 1	1	10	reading	AN
I 3.2	Mnp RotMesHor	Manipulo Rotacao Mesa Horario (53)	OB 1	8	15	reading	AN
I 3.2	Mnp RotMesHor	Manipulo Rotacao Mesa Horario (53)	PB 11	1	45	reading	O
I 3.2	Mnp RotMesHor	Manipulo Rotacao Mesa Horario (53)	PB 51	1	12	reading	A
I 3.2	Mnp RotMesHor	Manipulo Rotacao Mesa Horario (53)	PB 51	1	35	reading	O
I 3.2	Mnp RotMesHor	Manipulo Rotacao Mesa Horario (53)	FB 15	5	1	reading	O
I 3.3	Mnp RotMesAnt	Manipulo Rotacao Mesa Anti-Horario (54)	OB 1	1	11	reading	AN
I 3.3	Mnp RotMesAnt	Manipulo Rotacao Mesa Anti-Horario (54)	OB 1	8	16	reading	AN
I 3.3	Mnp RotMesAnt	Manipulo Rotacao Mesa Anti-Horario (54)	PB 11	1	47	reading	O
I 3.3	Mnp RotMesAnt	Manipulo Rotacao Mesa Anti-Horario (54)	PB 51	1	21	reading	A
I 3.3	Mnp RotMesAnt	Manipulo Rotacao Mesa Anti-Horario (54)	PB 51	1	36	reading	O
I 3.3	Mnp RotMesAnt	Manipulo Rotacao Mesa Anti-Horario (54)	FB 15	5	2	reading	O
I 3.4	Mnp RotDskDown	Manipulo Rotacao Disco para baixo	OB 1	1	12	reading	AN
I 3.4	Mnp RotDskDown	Manipulo Rotacao Disco para baixo	PB 11	1	59	reading	O
I 3.4	Mnp RotDskDown	Manipulo Rotacao Disco para baixo	FB 15	6	1	reading	O
I 3.5	Mnp RotDskUp	Manipulo Rotaao Disco para cima	OB 1	1	13	reading	AN
I 3.5	Mnp RotDskUp	Manipulo Rotaao Disco para cima	PB 11	1	60	reading	O
I 3.5	Mnp RotDskUp	Manipulo Rotaao Disco para cima	FB 15	6	2	reading	O
I 3.6	Mnp FastAll	Manipulo Todos movimentos Rapidos (55)	PB 21	1	5	reading	AN
I 3.6	Mnp FastAll	Manipulo Todos movimentos Rapidos (55)	PB 21	1	12	reading	AN
I 3.6	Mnp FastAll	Manipulo Todos movimentos Rapidos (55)	PB 21	1	68	reading	O
I 3.6	Mnp FastAll	Manipulo Todos movimentos Rapidos (55)	PB 31	1	23	reading	A
I 3.6	Mnp FastAll	Manipulo Todos movimentos Rapidos (55)	PB 33	1	19	reading	A
I 3.6	Mnp FastAll	Manipulo Todos movimentos Rapidos (55)	PB 41	1	20	reading	A
I 3.6	Mnp FastAll	Manipulo Todos movimentos Rapidos (55)	PB 51	1	45	reading	A
I 3.7	Mnp FastCmd	Manipulo Botoneira Rapido (56)	OB 1	1	110	reading	A
I 3.7	Mnp FastCmd	Manipulo Botoneira Rapido (56)	OB 1	1	118	reading	A
I 3.7	Mnp FastCmd	Manipulo Botoneira Rapido (56)	PB 20	1	15	reading	AN
I 3.7	Mnp FastCmd	Manipulo Botoneira Rapido (56)	PB 20	1	34	reading	AN
I 3.7	Mnp FastCmd	Manipulo Botoneira Rapido (56)	PB 20	1	94	reading	O
I 3.7	Mnp FastCmd	Manipulo Botoneira Rapido (56)	PB 21	1	6	reading	AN
I 3.7	Mnp FastCmd	Manipulo Botoneira Rapido (56)	PB 21	1	13	reading	AN
I 3.7	Mnp FastCmd	Manipulo Botoneira Rapido (56)	PB 21	1	69	reading	O
I 3.7	Mnp FastCmd	Manipulo Botoneira Rapido (56)	FB 15	1	2	reading	A
I 3.7	Mnp FastCmd	Manipulo Botoneira Rapido (56)	FB 15	1	15	reading	A
I 3.7	Mnp FastCmd	Manipulo Botoneira Rapido (56)	FB 15	1	21	reading	AN
I 3.7	Mnp FastCmd	Manipulo Botoneira Rapido (56)	FB 15	1	24	reading	A
I 4.0	Mnp Disk_ON	Manipulo Ligar Disco (57)	OB 1	2	13	reading	A
I 4.0	Mnp Disk_ON	Manipulo Ligar Disco (57)	OB 1	2	33	reading	A
I 4.1	Mnp Disk_OFF	Manipulo Desligar Disco (58)	OB 1	2	23	reading	ON
I 4.1	Mnp Disk_OFF	Manipulo Desligar Disco (58)	OB 1	2	40	reading	ON
I 4.2	Mnp StarDelta-VFD	Manipulo Estrela-Triangulo/Variador (59)	OB 1	2	0	reading	A
I 4.2	Mnp StarDelta-VFD	Manipulo Estrela-Triangulo/Variador (59)	OB 1	2	8	reading	AN
I 4.2	Mnp StarDelta-VFD	Manipulo Estrela-Triangulo/Variador (59)	OB 1	2	31	reading	AN
I 4.3	Mnp Tilt-Vertical	Manipulo Inclinado Vertical (60)	OB 1	6	11	reading	A
I 4.3	Mnp Tilt-Vertical	Manipulo Inclinado Vertical (60)	OB 1	6	18	reading	AN
I 4.3	Mnp Tilt-Vertical	Manipulo Inclinado Vertical (60)	FB 15	4	4	reading	AN
I 4.4	Mnp Power	Manipulo Tensao Auxiliar (61)	OB 1	1	18	reading	ON
I 4.4	Mnp Power	Manipulo Tensao Auxiliar (61)	OB 1	1	27	reading	ON
I 4.4	Mnp Power	Manipulo Tensao Auxiliar (61)	OB 1	1	35	reading	ON
I 4.4	Mnp Power	Manipulo Tensao Auxiliar (61)	OB 1	1	43	reading	ON
I 4.4	Mnp Power	Manipulo Tensao Auxiliar (61)	OB 1	1	52	reading	ON
I 4.4	Mnp Power	Manipulo Tensao Auxiliar (61)	OB 1	1	107	reading	AN
I 4.4	Mnp Power	Manipulo Tensao Auxiliar (61)	OB 1	2	22	reading	ON
I 4.4	Mnp Power	Manipulo Tensao Auxiliar (61)	OB 1	2	42	reading	ON
I 4.4	Mnp Power	Manipulo Tensao Auxiliar (61)	OB 1	3	7	reading	A
I 4.4	Mnp Power	Manipulo Tensao Auxiliar (61)	OB 1	7	13	reading	A
I 4.4	Mnp Power	Manipulo Tensao Auxiliar (61)	OB 1	7	42	reading	ON
I 4.4	Mnp Power	Manipulo Tensao Auxiliar (61)	OB 1	7	53	reading	AN
I 4.5	Mnp + Speed	Manipulo Aumentar Velocidade (62)	OB 1	10	0	reading	A
I 4.5	Mnp + Speed	Manipulo Aumentar Velocidade (62)	OB 1	10	5	reading	AN
I 4.5	Mnp + Speed	Manipulo Aumentar Velocidade (62)	OB 1	10	40	reading	A
I 4.5	Mnp + Speed	Manipulo Aumentar Velocidade (62)	PB 9	1	0	reading	A
I 4.5	Mnp + Speed	Manipulo Aumentar Velocidade (62)	FB 15	1	78	reading	A
I 4.5	Mnp + Speed	Manipulo Aumentar Velocidade (62)	FB 15	1	82	reading	AN
I 4.6	Mnp - Speed	Manipulo Diminuir Velocidade (63)	OB 1	10	1	reading	AN
I 4.6	Mnp - Speed	Manipulo Diminuir Velocidade (63)	OB 1	10	4	reading	A
I 4.6	Mnp - Speed	Manipulo Diminuir Velocidade (63)	OB 1	10	43	reading	A
I 4.6	Mnp - Speed	Manipulo Diminuir Velocidade (63)	PB 9	1	3	reading	A
I 4.6	Mnp - Speed	Manipulo Diminuir Velocidade (63)	FB 15	1	79	reading	AN
I 4.6	Mnp - Speed	Manipulo Diminuir Velocidade (63)	FB 15	1	83	reading	A
I 4.7	Mnp Laser	Manipulo Ligar/desligar Laser (64)	OB 1	1	143	reading	AN
I 4.7	Mnp Laser	Manipulo Ligar/desligar Laser (64)	OB 1	1	146	reading	A
I 4.7	Mnp Laser	Manipulo Ligar/desligar Laser (64)	OB 1	1	151	reading	A
I 5.0	FC Right	Fim de Curso Mov. Direita (65)	OB 1	5	10	reading	O
I 5.0	FC Right	Fim de Curso Mov. Direita (65)	PB 40	1	3	reading	AN
I 5.0	FC Right	Fim de Curso Mov. Direita (65)	PB 41	1	5	reading	AN
I 5.1	FC Left	Fim de Curso Mov. Esquerda (66)	OB 1	5	11	reading	O
I 5.1	FC Left	Fim de Curso Mov. Esquerda (66)	OB 1	5	52	reading	A
I 5.1	FC Left	Fim de Curso Mov. Esquerda (66)	PB 40	1	8	reading	AN
I 5.1	FC Left	Fim de Curso Mov. Esquerda (66)	PB 41	1	9	reading	AN
I 5.2	FC Fwd	Fim de Curso Mov. Frente (67)	OB 1	5	3	reading	O
I 5.2	FC Fwd	Fim de Curso Mov. Frente (67)	OB 1	5	42	reading	A
I 5.2	FC Fwd	Fim de Curso Mov. Frente (67)	PB 20	1	5	reading	A
I 5.2	FC Fwd	Fim de Curso Mov. Frente (67)	PB 20	1	10	reading	AN
I 5.2	FC Fwd	Fim de Curso Mov. Frente (67)	PB 20	1	18	reading	A
I 5.2	FC Fwd	Fim de Curso Mov. Frente (67)	PB 20	1	81	reading	AN
I 5.2	FC Fwd	Fim de Curso Mov. Frente (67)	PB 20	1	85	reading	A
I 5.2	FC Fwd	Fim de Curso Mov. Frente (67)	PB 21	1	3	reading	A
I 5.2	FC Fwd	Fim de Curso Mov. Frente (67)	PB 21	1	17	reading	AN
I 5.2	FC Fwd	Fim de Curso Mov. Frente (67)	PB 21	1	21	reading	A
I 5.2	FC Fwd	Fim de Curso Mov. Frente (67)	PB 21	1	55	reading	AN
I 5.2	FC Fwd	Fim de Curso Mov. Frente (67)	PB 21	1	59	reading	A
I 5.3	FC Back	Fim de Curso Mov. Recuo (68)	OB 1	5	4	reading	O
I 5.3	FC Back	Fim de Curso Mov. Recuo (68)	OB 1	5	49	reading	A
I 5.3	FC Back	Fim de Curso Mov. Recuo (68)	PB 20	1	23	reading	A
I 5.3	FC Back	Fim de Curso Mov. Recuo (68)	PB 20	1	29	reading	AN
I 5.3	FC Back	Fim de Curso Mov. Recuo (68)	PB 20	1	37	reading	A
I 5.3	FC Back	Fim de Curso Mov. Recuo (68)	PB 20	1	82	reading	AN
I 5.3	FC Back	Fim de Curso Mov. Recuo (68)	PB 20	1	89	reading	A
I 5.3	FC Back	Fim de Curso Mov. Recuo (68)	PB 21	1	10	reading	A
I 5.3	FC Back	Fim de Curso Mov. Recuo (68)	PB 21	1	27	reading	AN
I 5.3	FC Back	Fim de Curso Mov. Recuo (68)	PB 21	1	32	reading	A
I 5.3	FC Back	Fim de Curso Mov. Recuo (68)	PB 21	1	56	reading	AN
I 5.3	FC Back	Fim de Curso Mov. Recuo (68)	PB 21	1	63	reading	A
I 5.4	FC Down	Fim de Curso Mov. Descida (69)	OB 1	5	17	reading	O
I 5.4	FC Down	Fim de Curso Mov. Descida (69)	PB 30	1	7	reading	AN
I 5.4	FC Down	Fim de Curso Mov. Descida (69)	PB 31	1	8	reading	AN
I 5.5	FC Up	Fim de Curso Mov. Subida (70)	OB 1	5	18	reading	O
I 5.5	FC Up	Fim de Curso Mov. Subida (70)	PB 30	1	13	reading	AN
I 5.5	FC Up	Fim de Curso Mov. Subida (70)	PB 31	1	12	reading	AN
I 5.6	FC Tilt_Down	Fim de Curso Mov. Inclinado Descida (71)	OB 1	5	24	reading	O
I 5.6	FC Tilt_Down	Fim de Curso Mov. Inclinado Descida (71)	PB 32	1	3	reading	AN
I 5.6	FC Tilt_Down	Fim de Curso Mov. Inclinado Descida (71)	PB 33	1	4	reading	AN
I 5.7	FC Tilt_Up	Fim de Curso Mov. Inclinado Subida (72)	OB 1	5	25	reading	O
I 5.7	FC Tilt_Up	Fim de Curso Mov. Inclinado Subida (72)	PB 32	1	8	reading	AN
I 5.7	FC Tilt_Up	Fim de Curso Mov. Inclinado Subida (72)	PB 33	1	8	reading	AN
IW 8	XXX_IW8		FB 18	1	2	reading	L
I 9.0	FC Table2_Axle	??? Fim de Curso Eixo Mesa 2	FB 18	1	12	reading	A
I 9.0	FC Table2_Axle	??? Fim de Curso Eixo Mesa 2	FB 18	1	23	reading	A
I 9.0	FC Table2_Axle	??? Fim de Curso Eixo Mesa 2	FB 18	1	27	reading	A
I 9.0	FC Table2_Axle	??? Fim de Curso Eixo Mesa 2	FB 18	1	31	reading	AN
I 9.0	FC Table2_Axle	??? Fim de Curso Eixo Mesa 2	FB 18	1	35	reading	AN
I 9.1	Mnp Table1_Up	Manipulo subir mesa 1	FB 18	1	14	reading	A
I 9.1	Mnp Table1_Up	Manipulo subir mesa 1	FB 18	1	22	reading	A
I 9.1	Mnp Table1_Up	Manipulo subir mesa 1	FB 18	1	28	reading	AN
I 9.2	Mnp Table1_Down	Manipulo baixar mesa 1	FB 18	1	16	reading	A
I 9.2	Mnp Table1_Down	Manipulo baixar mesa 1	FB 18	1	24	reading	AN
I 9.2	Mnp Table1_Down	Manipulo baixar mesa 1	FB 18	1	26	reading	A
I 9.3	Mnp Table2_Up	Manipulo subir mesa 2	FB 18	1	18	reading	A
I 9.3	Mnp Table2_Up	Manipulo subir mesa 2	FB 18	1	30	reading	A
I 9.3	Mnp Table2_Up	Manipulo subir mesa 2	FB 18	1	36	reading	AN
I 9.4	Mnp Table2_Down	Manipulo baixar mesa 2	FB 18	1	20	reading	A
I 9.4	Mnp Table2_Down	Manipulo baixar mesa 2	FB 18	1	32	reading	AN
I 9.4	Mnp Table2_Down	Manipulo baixar mesa 2	FB 18	1	34	reading	A
I 72.0	Elbo Fast	Sinal Elbo Rapido	OB 1	5	30	reading	A
I 72.0	Elbo Fast	Sinal Elbo Rapido	OB 1	5	36	reading	A
I 72.0	Elbo Fast	Sinal Elbo Rapido	PB 10	1	3	reading	O
I 72.0	Elbo Fast	Sinal Elbo Rapido	PB 10	1	40	reading	A
I 72.0	Elbo Fast	Sinal Elbo Rapido	PB 20	1	11	reading	A
I 72.0	Elbo Fast	Sinal Elbo Rapido	PB 20	1	30	reading	A
I 72.0	Elbo Fast	Sinal Elbo Rapido	PB 20	1	66	reading	A
I 72.0	Elbo Fast	Sinal Elbo Rapido	PB 50	1	20	reading	A
I 72.0	Elbo Fast	Sinal Elbo Rapido	PB 50	1	37	reading	A
I 72.1	Elbo Medium	Sinal Elbo Medio	PB 10	1	22	reading	A
I 72.1	Elbo Medium	Sinal Elbo Medio	PB 40	1	5	reading	A
I 72.1	Elbo Medium	Sinal Elbo Medio	PB 40	1	10	reading	A
I 72.1	Elbo Medium	Sinal Elbo Medio	PB 40	1	16	reading	A
I 72.2	Cmd Rot	Manipulo Rotacao	PB 10	1	4	reading	O
I 72.2	Cmd Rot	Manipulo Rotacao	PB 10	1	9	reading	A
I 72.2	Cmd Rot	Manipulo Rotacao	PB 20	1	0	reading	AN
I 72.2	Cmd Rot	Manipulo Rotacao	PB 20	1	43	reading	A
I 72.2	Cmd Rot	Manipulo Rotacao	PB 20	1	49	reading	A
I 72.2	Cmd Rot	Manipulo Rotacao	PB 20	1	53	reading	AN
I 72.2	Cmd Rot	Manipulo Rotacao	PB 20	1	57	reading	AN
I 72.2	Cmd Rot	Manipulo Rotacao	PB 30	1	8	reading	A
I 72.2	Cmd Rot	Manipulo Rotacao	PB 30	1	14	reading	A
I 72.2	Cmd Rot	Manipulo Rotacao	PB 30	1	22	reading	A
I 72.2	Cmd Rot	Manipulo Rotacao	PB 32	1	5	reading	A
I 72.2	Cmd Rot	Manipulo Rotacao	PB 32	1	9	reading	A
I 72.2	Cmd Rot	Manipulo Rotacao	PB 32	1	17	reading	A
I 72.3	Cmd LockTable	Manipulo Trancar Mesa	OB 1	8	8	reading	AN
I 72.3	Cmd LockTable	Manipulo Trancar Mesa	OB 1	8	14	reading	AN
I 72.3	Cmd LockTable	Manipulo Trancar Mesa	PB 10	1	34	reading	A
I 72.3	Cmd LockTable	Manipulo Trancar Mesa	PB 11	1	46	reading	O
I 72.3	Cmd LockTable	Manipulo Trancar Mesa	PB 50	1	12	reading	A
I 72.3	Cmd LockTable	Manipulo Trancar Mesa	PB 50	1	23	reading	A
I 72.3	Cmd LockTable	Manipulo Trancar Mesa	PB 50	1	34	reading	O
I 72.3	Cmd LockTable	Manipulo Trancar Mesa	PB 51	1	14	reading	AN
I 72.3	Cmd LockTable	Manipulo Trancar Mesa	PB 51	1	17	reading	A
I 72.3	Cmd LockTable	Manipulo Trancar Mesa	PB 51	1	23	reading	AN
I 72.3	Cmd LockTable	Manipulo Trancar Mesa	PB 51	1	26	reading	A
I 72.3	Cmd LockTable	Manipulo Trancar Mesa	PB 51	1	39	reading	A
I 72.3	Cmd LockTable	Manipulo Trancar Mesa	PB 51	1	44	reading	AN
I 72.3	Cmd LockTable	Manipulo Trancar Mesa	PB 51	1	49	reading	A
I 72.3	Cmd LockTable	Manipulo Trancar Mesa	PB 51	1	54	reading	A
I 72.4	Pressostato	Pressostato agua	PB 10	1	52	reading	A
I 72.5	VFD1_IsRunning	Variador 1 em Run	OB 1	5	37	reading	A
I 72.5	VFD1_IsRunning	Variador 1 em Run	PB 20	1	8	reading	A
I 72.5	VFD1_IsRunning	Variador 1 em Run	PB 20	1	44	reading	A
I 72.5	VFD1_IsRunning	Variador 1 em Run	PB 30	1	6	reading	A
I 72.5	VFD1_IsRunning	Variador 1 em Run	PB 32	1	2	reading	A
I 72.5	VFD1_IsRunning	Variador 1 em Run	PB 40	1	2	reading	A
I 72.5	VFD1_IsRunning	Variador 1 em Run	PB 50	1	13	reading	A
I 72.5	VFD1_IsRunning	Variador 1 em Run	PB 50	1	19	reading	A
I 72.5	VFD1_IsRunning	Variador 1 em Run	PB 51	1	18	reading	A
I 72.6	VFD2_IsRunning	Variador 2 em Run	PB 20	1	28	reading	A
I 72.6	VFD2_IsRunning	Variador 2 em Run	PB 30	1	12	reading	A
I 72.6	VFD2_IsRunning	Variador 2 em Run	PB 32	1	7	reading	A
I 72.6	VFD2_IsRunning	Variador 2 em Run	PB 40	1	7	reading	A
I 72.6	VFD2_IsRunning	Variador 2 em Run	PB 50	1	24	reading	A
I 72.6	VFD2_IsRunning	Variador 2 em Run	PB 51	1	27	reading	A
I 72.7	VFDDisk_IsRunning	Variador do Disco em Run	OB 1	1	23	reading	AN
I 72.7	VFDDisk_IsRunning	Variador do Disco em Run	OB 1	1	31	reading	AN
I 72.7	VFDDisk_IsRunning	Variador do Disco em Run	OB 1	1	39	reading	AN
I 72.7	VFDDisk_IsRunning	Variador do Disco em Run	OB 1	1	48	reading	AN
I 72.7	VFDDisk_IsRunning	Variador do Disco em Run	PB 20	1	69	reading	A
I 72.7	VFDDisk_IsRunning	Variador do Disco em Run	PB 30	1	23	reading	A
I 72.7	VFDDisk_IsRunning	Variador do Disco em Run	PB 32	1	18	reading	A
I 72.7	VFDDisk_IsRunning	Variador do Disco em Run	PB 40	1	17	reading	A
I 72.7	VFDDisk_IsRunning	Variador do Disco em Run	PB 50	1	32	reading	A
I 72.7	VFDDisk_IsRunning	Variador do Disco em Run	PB 51	1	38	reading	A
I 73.0	Elbo I73.0	??? Sinal Elbo Eixo Corte	PB 20	1	14	reading	AN
I 73.0	Elbo I73.0	??? Sinal Elbo Eixo Corte	PB 20	1	33	reading	AN
I 73.0	Elbo I73.0	??? Sinal Elbo Eixo Corte	PB 30	1	25	reading	A
I 73.0	Elbo I73.0	??? Sinal Elbo Eixo Corte	PB 32	1	20	reading	A
I 73.0	Elbo I73.0	??? Sinal Elbo Eixo Corte	PB 40	1	19	reading	A
I 73.0	Elbo I73.0	??? Sinal Elbo Eixo Corte	PB 50	1	42	reading	A
I 73.0	Elbo I73.0	??? Sinal Elbo Eixo Corte	PB 51	1	48	reading	A
I 73.1	Elbo I73.1	??? Sinal Elbo Eixo Translacao	PB 30	1	29	reading	A
I 73.1	Elbo I73.1	??? Sinal Elbo Eixo Translacao	PB 32	1	24	reading	A
I 73.1	Elbo I73.1	??? Sinal Elbo Eixo Translacao	PB 40	1	23	reading	A
I 73.1	Elbo I73.1	??? Sinal Elbo Eixo Translacao	PB 50	1	48	reading	A
I 73.1	Elbo I73.1	??? Sinal Elbo Eixo Translacao	PB 51	1	55	reading	A
I 73.2	Elbo I73.2	??? Sinal Elbo Eixo Cala	OB 1	1	47	reading	A
I 73.2	Elbo I73.2	??? Sinal Elbo Eixo Cala	OB 1	1	51	reading	ON
I 73.3	Elbo I73.3	??? Sinal Elbo Eixo Rotacao Mesa	OB 1	8	0	reading	A
I 73.3	Elbo I73.3	??? Sinal Elbo Eixo Rotacao Mesa	OB 1	8	13	reading	AN
I 73.5	Elbo I73.5	??? Sinal Elbo Direcao "+"	OB 1	3	5	reading	AN
I 73.5	Elbo I73.5	??? Sinal Elbo Direcao "+"	OB 1	7	15	reading	AN
I 73.5	Elbo I73.5	??? Sinal Elbo Direcao "+"	OB 1	7	58	reading	AN
I 73.6	Elbo I73.6	??? Sinal Elbo Direcao "-"	OB 1	3	6	reading	AN
I 73.6	Elbo I73.6	??? Sinal Elbo Direcao "-"	OB 1	7	40	reading	AN
I 73.6	Elbo I73.6	??? Sinal Elbo Direcao "-"	OB 1	7	62	reading	AN
I 73.7	Elbo I73.7	??? Sinal Elbo V/S	OB 1	2	9	reading	AN
I 73.7	Elbo I73.7	??? Sinal Elbo V/S	OB 1	4	4	reading	A
I 73.7	Elbo I73.7	??? Sinal Elbo V/S	OB 1	4	14	reading	A
Q 6.0	Cnt Fwd/Rev	Contactor Avanco (C3)	OB 1	1	100	reading	A
Q 6.0	Cnt Fwd/Rev	Contactor Avanco (C3)	OB 1	5	1	reading	A
Q 6.0	Cnt Fwd/Rev	Contactor Avanco (C3)	OB 1	7	83	writing	R
Q 6.0	Cnt Fwd/Rev	Contactor Avanco (C3)	OB 1	7	100	reading	O
Q 6.0	Cnt Fwd/Rev	Contactor Avanco (C3)	OB 1	9	0	reading	O
Q 6.0	Cnt Fwd/Rev	Contactor Avanco (C3)	PB 10	1	6	reading	O
Q 6.0	Cnt Fwd/Rev	Contactor Avanco (C3)	PB 11	1	0	reading	O
Q 6.0	Cnt Fwd/Rev	Contactor Avanco (C3)	PB 20	1	2	writing	S
Q 6.0	Cnt Fwd/Rev	Contactor Avanco (C3)	PB 20	1	3	reading	A
Q 6.0	Cnt Fwd/Rev	Contactor Avanco (C3)	PB 20	1	22	reading	A
Q 6.0	Cnt Fwd/Rev	Contactor Avanco (C3)	PB 20	1	52	reading	A
Q 6.0	Cnt Fwd/Rev	Contactor Avanco (C3)	PB 20	1	56	reading	A
Q 6.0	Cnt Fwd/Rev	Contactor Avanco (C3)	PB 20	1	60	reading	A
Q 6.0	Cnt Fwd/Rev	Contactor Avanco (C3)	PB 20	1	63	reading	A
Q 6.0	Cnt Fwd/Rev	Contactor Avanco (C3)	PB 21	1	1	writing	S
Q 6.0	Cnt Fwd/Rev	Contactor Avanco (C3)	PB 21	1	2	reading	A
Q 6.0	Cnt Fwd/Rev	Contactor Avanco (C3)	PB 21	1	9	reading	A
Q 6.1	Cnt Left/Right	Contactor Translacao (C4)	OB 1	1	97	reading	A
Q 6.1	Cnt Left/Right	Contactor Translacao (C4)	OB 1	5	8	reading	A
Q 6.1	Cnt Left/Right	Contactor Translacao (C4)	OB 1	6	26	reading	O
Q 6.1	Cnt Left/Right	Contactor Translacao (C4)	OB 1	7	86	writing	R
Q 6.1	Cnt Left/Right	Contactor Translacao (C4)	OB 1	7	101	reading	O
Q 6.1	Cnt Left/Right	Contactor Translacao (C4)	OB 1	9	1	reading	O
Q 6.1	Cnt Left/Right	Contactor Translacao (C4)	PB 10	1	23	reading	O
Q 6.1	Cnt Left/Right	Contactor Translacao (C4)	PB 11	1	28	reading	O
Q 6.1	Cnt Left/Right	Contactor Translacao (C4)	PB 40	1	1	writing	S
Q 6.1	Cnt Left/Right	Contactor Translacao (C4)	PB 41	1	1	writing	S
Q 6.2	Cnt Up/Down	Contactor Vertical (C5)	OB 1	5	15	reading	A
Q 6.2	Cnt Up/Down	Contactor Vertical (C5)	OB 1	6	27	reading	O
Q 6.2	Cnt Up/Down	Contactor Vertical (C5)	OB 1	7	89	writing	R
Q 6.2	Cnt Up/Down	Contactor Vertical (C5)	OB 1	7	102	reading	O
Q 6.2	Cnt Up/Down	Contactor Vertical (C5)	OB 1	9	2	reading	O
Q 6.2	Cnt Up/Down	Contactor Vertical (C5)	PB 10	1	11	reading	O
